CHR	POSITION	IHS	LOGPVALUE
1	31104	-0.860553232030976	0.409510207424344
1	31410	-0.860553232030976	0.409510207424344
1	40663	-0.860553232030976	0.409510207424344
1	52322	-0.860553232030976	0.409510207424344
1	73671	-0.860553232030976	0.409510207424344
1	74017	-0.860553232030976	0.409510207424344
1	82174	-0.860553232030976	0.409510207424344
1	83228	-0.860553232030976	0.409510207424344
1	83264	-0.860553232030976	0.409510207424344
1	84317	-0.860553232030976	0.409510207424344
1	85211	-0.860553232030976	0.409510207424344
1	85278	-0.860553232030976	0.409510207424344
1	87126	-1.09818279794479	0.565232074767182
1	107180	-1.06528918635063	0.542504017834488
1	109428	-1.06528918635063	0.542504017834488
1	132074	-1.06528918635063	0.542504017834488
1	136286	-1.06528918635063	0.542504017834488
1	303924	0.286666992594798	0.111052987209033
1	698027	0.614335310256861	0.268416251595329
1	715530	-0.0733038985809915	0.0261500212751539
1	732150	-0.768947883958235	0.354652166810698
1	755389	0.701922927668307	0.316298202884965
1	758101	-1.28583769960076	0.702240123189752
1	773113	1.37288810915749	0.77009522316195
1	807015	-0.113963647947366	0.0413087565561852
1	814587	0.0176057593864734	0.00614362773358805
1	844126	0.609228792671267	0.265702100005642
1	855001	-0.961174856161329	0.473061065149818
2	23546	2.31035084711017	1.68050381337959
2	23946	2.21908303433864	1.57706437174465
2	40644	2.09368482319525	1.44023617989848
2	41909	2.81985888824543	2.3183538622434
2	55683	2.075520435594	1.42092182565152
2	60284	2.08346201373917	1.42935047582621
2	65095	2.0033941998489	1.34548661534935
2	65932	2.80531864415561	2.29871824576237
2	98233	0.596631724067349	0.259042903073639
2	98242	0.596631724067348	0.259042903073639
2	98245	0.596631724067349	0.259042903073639
2	111770	0.505103883568376	0.212195432911212
2	113740	0.720753134403313	0.326922468109545
2	115723	0.752461814181461	0.345079357560973
2	129854	0.324815573223272	0.127656841657304
2	136116	-0.11591534511606	0.0420482706353996
2	146433	0.718409605132323	0.325593806429715
2	151591	1.02914585902332	0.51796847884914
2	159333	1.03096785890018	0.51919438454894
2	160241	1.43645042748024	0.82138498320169
2	161404	1.53376678197511	0.902787691932843
2	163139	1.47299352867558	0.851543016397289
2	163180	1.47299352867558	0.851543016397289
2	165521	1.74697664064497	1.09344199414091
2	166835	1.47147865902741	0.850283074642509
2	166888	1.75479906293638	1.10076140455078
2	167214	1.47487585593222	0.8531097564166
2	168270	1.47487585593222	0.853109756416601
2	168439	1.95811372808871	1.29915209643326
2	168473	1.95811372808871	1.29915209643326
2	172043	0.325752843153065	0.128070342413826
2	172561	1.01817178987455	0.510609252591551
2	173072	1.26383274835031	0.685521688885343
2	181477	1.41097369104885	0.800649772724427
2	181650	1.41097369104885	0.800649772724427
2	181854	0.992745106208912	0.493719360536088
2	182024	0.992745106208912	0.493719360536088
2	185029	1.19720433017426	0.635961600976363
2	186225	1.33495559102888	0.740189072162567
2	187750	1.33495559102888	0.740189072162567
2	189352	1.19809280158319	0.636612010409011
2	189948	0.824338000315781	0.387483653118463
2	195761	1.31124411960549	0.721760311342626
2	198179	1.23597627250651	0.664607532138601
2	198180	0.81820367194792	0.383796702532264
2	202948	1.15598446482177	0.606095890254623
2	229557	1.18071094118646	0.623938711371259
2	230196	1.17232594444901	0.617863643550945
2	232084	-0.46782458966652	0.193881079565063
2	237046	0.248199350086006	0.0947546633443687
2	237908	0.757656555995377	0.348085926329502
2	241490	0.757656555995377	0.348085926329502
2	249335	-0.0731656866757742	0.0260992953646886
2	267621	0.754791890540885	0.346426823759228
2	282383	0.651313763399666	0.288324373219596
2	282713	0.697207635806478	0.31365616385928
2	283102	0.697207635806478	0.31365616385928
2	283330	0.169425646849642	0.0627520703671599
2	283543	0.169425646849642	0.0627520703671599
2	283672	0.169425646849642	0.06275207036716
2	287664	0.71099332730899	0.321401169442869
2	292951	0.688401402234426	0.308741605571045
2	296881	0.601004148613338	0.261348462684732
2	301577	0.795091031347694	0.370019310955941
2	304525	0.681451333807802	0.304881013995378
2	305137	0.671398160763213	0.299324905452198
2	327378	0.908740604576069	0.439511038831573
2	327578	0.701623997335717	0.316130489885383
2	336076	0.65588985970629	0.290819118291505
2	352109	0.638159654687976	0.281191376561858
2	356342	0.208494278906304	0.0783951643321651
2	359393	0.695554720361089	0.312731755178749
2	365814	0.680505784029887	0.304357015947215
2	381947	0.216596752356852	0.0816956317670672
2	386699	-0.82218950158144	0.386190880500397
2	388085	0.108184772062793	0.039125500044282
2	398419	-0.157448547477071	0.058045874716545
2	411698	0.214376189482615	0.0807891760731879
2	411968	0.21388510125904	0.0805889058855558
2	416247	-0.945419834977752	0.462880644991665
2	423427	0.100199200134249	0.0361242930789986
2	430031	0.540476394929299	0.229981650262632
2	463571	-0.101494076173726	0.0366097057594028
2	465440	-0.147197473781494	0.0540510247403625
2	545038	0.437934560318864	0.17951366732231
2	557007	-0.0547475856094984	0.0193878795498849
2	561273	-0.173818922040202	0.06448881792304
2	570663	0.639760362932759	0.282056355715233
2	577564	0.585336038405235	0.253115424495177
2	584178	0.625430494892537	0.274342689842507
2	585521	-0.303056891189685	0.118132519888457
2	588254	0.529380254551005	0.224359197708893
2	589928	0.529380254551005	0.224359197708893
2	611546	-0.0260874966722626	0.00913411710696119
2	620053	-0.0260874966722626	0.00913411710696119
2	645307	0.584784914618897	0.252827276045828
2	654388	0.0926448241962373	0.033301913508755
2	657007	0.329565037539023	0.129754949171315
2	657159	0.601159391526972	0.261430435615223
2	675350	0.601159391526972	0.261430435615223
2	681722	0.813126483873341	0.380754751765486
2	681862	0.813126483873341	0.380754751765486
2	685966	-0.081082735428757	0.0290137052209278
2	685967	0.365380791836631	0.145798944139246
2	686016	0.217923457487171	0.0822379019382396
2	686144	1.22290970693861	0.654893394957957
2	686164	0.359862393527042	0.143301287094045
2	686168	0.359862393527042	0.143301287094045
2	703900	-0.283145277322576	0.109542386421958
2	715999	-0.264779728947345	0.101725164239092
2	746853	0.847116756844285	0.401286025573874
2	750166	1.42585224646228	0.812730351149222
2	785378	-0.9763588275381	0.482953719007555
2	801683	NA	NA
2	801698	-1.49847444226327	0.872862702021627
2	822759	-0.636889271473455	0.28050549248167
2	867406	-1.1014773589382	0.567529467477391
2	867690	-1.25024438430131	0.675284931596412
2	868610	0.33397197897386	0.131707898276943
2	882846	-0.608054767019919	0.265079295803777
2	915396	0.512931977422434	0.216097203626358
2	919021	0.670928458773409	0.299066128201856
2	927445	1.66307707297	1.01638720374947
2	928068	3.39228509804361	3.15918981851979
3	7056	-0.792997294456733	0.368780133919675
3	10626	-0.792997294456733	0.368780133919675
3	15813	-1.69198590412735	1.04263860526124
3	15997	-1.03737489572996	0.523514477034638
3	16876	-1.27081090053467	0.690804493800759
3	22643	-1.21571334722754	0.649569504069008
3	23276	-1.21571334722754	0.649569504069008
3	23846	-0.987699429812177	0.490394464857174
3	26099	-0.989937163863796	0.491867949457163
3	26125	-0.989937163863796	0.491867949457163
3	27895	-1.22289332994044	0.654881258138826
3	34627	-1.21153014160345	0.646483277009401
3	36296	-0.979938609376986	0.485297651223066
3	46834	-0.264129543796002	0.101450271886071
3	50708	-1.60395422515687	0.963674007397468
3	58804	-1.00003629696054	0.498539587633298
3	76579	-0.300053278862818	0.11682904599888
3	78940	0.23320949947567	0.0885234593146872
3	89160	-0.64954894543875	0.287364084387268
3	94523	-0.914372392545829	0.443069188182961
3	94806	-0.648236455819732	0.286650582506908
3	95613	0.222244754183224	0.0840077774163776
3	96554	-1.45855461507966	0.839568288483008
3	102291	-0.430546882969813	0.176005795856643
3	103469	0.776356170147302	0.358983511845652
3	103639	-0.738597795957813	0.337099381619611
3	103794	-0.74080351641497	0.338364680242152
3	103948	-0.453237092288746	0.186834140613738
3	104045	0.21143500277069	0.0795907985748791
3	109686	-0.443452163297147	0.182144726428637
3	114518	-0.629683814976968	0.276625222698798
3	115087	-1.38504743537531	0.77979260262101
3	115535	-0.733907879436209	0.334414427351188
3	118260	-0.38091323054891	0.152879368907409
3	127366	-0.660413957392089	0.293292270758995
3	134908	-2.1208017253222	1.46930746569069
3	135390	-0.777591623670861	0.359707625962722
3	135391	-0.777591623670861	0.359707625962722
3	138894	-0.823518129177808	0.386990144411986
3	145262	-0.935755670426702	0.456678342014157
3	148866	-0.599640772011777	0.260628894817022
3	150336	-0.602437526599176	0.262105626775657
3	152405	-0.597968380815267	0.259747057856968
3	152407	-0.365340923644919	0.145780865982649
3	163073	-2.14491102640263	1.49539375302383
3	163924	-1.80400152504021	1.1473305447779
3	163990	-0.871662506214157	0.416356364215641
3	173820	0.265249268496581	0.101923760090716
3	192170	0.225996106594231	0.0855487067091231
3	199815	0.486449766919556	0.202976125337539
3	200362	0.486449766919556	0.202976125337539
3	201734	-0.63738111785218	0.280770979355582
3	209502	-0.179708514689005	0.0668259379751866
3	218094	-0.18068578473681	0.0672147218725236
3	222215	0.253463663174019	0.0969589080202185
3	222391	0.253106349928318	0.0968090338662926
3	223545	0.066037064304315	0.0234903121798751
3	224434	-0.0594006248996192	0.0210743712471973
3	224719	0.0683115308718518	0.0243211756450753
3	224736	-0.436686874907748	0.178920033166421
3	225022	0.277173879963462	0.106989559664102
3	226443	0.277173879963462	0.106989559664102
3	231270	-1.3837421332427	0.778749005581662
3	231271	-1.3837421332427	0.778749005581662
3	231272	-1.3837421332427	0.778749005581662
3	231273	-1.3837421332427	0.778749005581662
3	231442	0.282210289614531	0.109141961690952
3	231797	0.27672817387834	0.106799446656323
3	232480	0.069849662893156	0.0248838850697099
3	233353	0.274954518852832	0.106043497660151
3	233818	0.274954518852832	0.106043497660151
3	233863	0.274954518852832	0.106043497660151
3	235069	0.0670980983246193	0.023877726289994
3	235613	0.0439253742117896	0.0154889385202642
3	236451	0.0439253742117896	0.0154889385202642
3	237328	0.243528949104594	0.0928060226098077
3	237383	0.243528949104594	0.0928060226098077
3	237384	0.243528949104594	0.0928060226098077
3	237385	0.243528949104594	0.0928060226098077
3	237388	0.243528949104594	0.0928060226098077
3	237391	0.243528949104594	0.0928060226098077
3	237394	0.243528949104594	0.0928060226098077
3	237796	-1.08878448949109	0.558699390697742
3	240082	1.48480227676666	0.86139353262408
3	240163	3.33334184816483	3.06646493111194
3	240181	1.54764355147923	0.914680375649662
3	240262	1.1541748108685	0.60479856999444
3	240265	1.58404559493033	0.946217480286043
3	240277	3.34411102832052	3.08330031342962
3	240478	0.8446135384783	0.399760638808963
3	248344	0.688418357489534	0.308751043292941
3	248695	0.688418357489534	0.308751043292941
3	250427	0.320735348711733	0.125859862920941
3	251071	0.390818882392147	0.157433744756007
3	252364	0.00504009816769335	0.00174999267979118
3	252367	0.00504009816769335	0.00174999267979118
3	278239	0.467846258719158	0.193891597333926
3	339523	-1.14975523422512	0.601635115672169
3	343070	0.0581122087108412	0.020606774580264
3	348766	-1.09675219061069	0.564235662913459
3	355620	-0.812884732215544	0.380610125658792
3	360495	-1.02516426149641	0.515293555020978
3	668648	-0.462375941906993	0.191241102255573
3	908697	-1.11455604101852	0.576687402604901
3	908702	-1.11455604101852	0.576687402604901
3	908955	-1.2649519353713	0.686367787597317
3	909215	-0.845598549588444	0.400360621353143
3	909439	-0.937026194825268	0.457491905901416
3	910180	-0.974364200373526	0.48164962498368
3	910744	-0.367235767859108	0.146640620510927
3	910794	-0.60935055199215	0.265766717271797
3	910978	-0.609350551992151	0.265766717271797
3	912899	-0.447913571171282	0.184279121676486
3	914553	-1.05652789274869	0.536514477142214
3	933539	0.77986728840019	0.361042761333116
3	934851	0.500223221367146	0.209772621940684
3	937326	0.655066593534402	0.290369792456637
3	939294	0.534848495647498	0.227125048318894
3	940541	0.798097078144033	0.371801018848701
3	941957	2.59292975050123	2.02153549744936
3	951923	1.63278476407542	0.989215665716272
3	976435	-0.0625347533067534	0.0222137753556996
3	980581	-0.211835315234779	0.0797537543862441
3	986577	0.519233848411289	0.219252439874204
3	990685	0.471795791879922	0.195811103953189
3	990686	0.457280154208944	0.188780555819152
3	990687	0.471746600865515	0.195787166428131
3	991106	0.373763435545369	0.149610910638493
3	993766	0.37296145009857	0.14924527483958
3	995454	0.596569179544934	0.25900996862359
3	998674	0.912427783603372	0.441839358740844
3	1004905	0.594847078870864	0.258103649883216
3	1006498	0.598389581034191	0.259969067482966
3	1007113	0.602877352729452	0.262338093205416
3	1014545	0.793599638036258	0.369136479449559
3	1019826	0.342416182360154	0.135466545055425
3	1024093	0.295173150081659	0.114717043823068
3	1032375	0.18382264368791	0.0684645370045841
3	1071755	1.35293388073312	0.754297975766367
3	1074355	1.48845384251465	0.864449970441734
3	1074418	0.839384447906939	0.396581049275721
3	1074422	1.91043388681458	1.25121235327437
3	1074425	1.5056010751021	0.87886838384094
3	1074438	1.71406803778378	1.06290240830906
3	1074439	1.72900559093633	1.07671403382057
3	1074441	1.72900559093633	1.07671403382057
3	1085814	2.35693699686748	1.73456014593935
4	216867	-0.470318168374805	0.195092390104448
4	216868	-0.28532767784029	0.110478062406674
4	216876	-0.137841334973392	0.0504315225237792
4	216990	-0.280325781471817	0.10833568852583
4	219771	-0.250269552250884	0.0956204997781784
4	221362	-0.464471016705248	0.192255100066252
4	229537	-0.254672275554456	0.0974661403375989
4	230324	-0.457485406206232	0.18887950559313
4	230517	-0.347653362698351	0.137808655536968
4	230794	-0.626491868211649	0.2749117202328
4	232370	-0.626491868211649	0.2749117202328
4	237249	-0.630184039847235	0.27689405510499
4	237812	-0.399062288726861	0.161247025901523
4	256412	0.346890276967146	0.137466874479867
4	261851	-1.77698973443151	1.12165098666742
4	262728	-0.935341117538612	0.45641300875578
4	264493	-1.72322358011963	1.07135787258987
4	293035	0.758959970847997	0.348841721839791
4	294971	0.788093435194963	0.365883560898145
4	312195	1.17166401711383	0.617385132868956
4	320981	1.2005847622001	0.638437765999009
4	396828	1.22202863696567	0.654240579867054
4	399365	1.2409862783997	0.668348390314303
4	408855	0.842711032991124	0.39860273150351
4	425449	0.264384423399302	0.101558017555858
4	551146	-0.444552654003896	0.182670635165731
4	568732	-0.808771459093923	0.378152415037033
4	582845	0.72646054066435	0.330165911151255
4	587056	0.654834501241002	0.290243160289613
4	625854	-0.268804353390725	0.103429559977479
4	655206	0.0213764983383398	0.00747064035282729
4	675713	-0.433079399578532	0.17720638025013
4	791159	-0.169563811305945	0.062806603661617
4	806864	-0.481827538311319	0.200708766500881
4	890254	-0.48182753831132	0.200708766500881
4	900323	-0.427045033715368	0.1743489855902
4	911755	-0.106434730676724	0.0384662230463677
4	912899	-0.3520082538736	0.139762598190682
4	923333	-0.254250535046578	0.0972890940253928
4	928639	-0.784987654354985	0.364053245572312
4	930187	-0.481531516509387	0.200563788238109
4	935117	-0.903019580465096	0.435907650665568
4	943013	-1.16377300106242	0.611692688381289
4	943332	-1.16377300106242	0.611692688381289
4	962743	-1.05289619615748	0.534039609238632
4	973644	-1.05289619615748	0.534039609238632
4	976096	-0.121778255258806	0.0442763554808672
4	977018	-0.121778255258807	0.0442763554808673
4	977963	-0.987138939917003	0.490025670402039
4	978116	0.140244536510251	0.0513588037130852
4	978613	-1.16709192076106	0.614084200439765
4	994328	0.62341072877015	0.273260854605508
4	996003	0.63606136189835	0.280058785373348
4	1002989	0.34502168538232	0.136630697821993
4	1003595	-0.0630561625132592	0.0224036012601729
4	1004085	-0.989980535822181	0.491896525844516
4	1089461	-1.91846061885212	1.2592219209521
5	168062	NA	NA
5	170080	NA	NA
5	308830	-0.21533204066374	0.0811791852178063
5	452244	1.97209993119756	1.31337981755023
5	627816	0.536859130814343	0.228144439166878
5	655171	-1.49532464126288	0.870214312051029
5	655669	-1.49532464126288	0.870214312051029
5	659024	-1.49532464126288	0.870214312051029
5	666859	-2.13038617952806	1.4796508526306
5	671266	-0.929996347133453	0.452997405902463
5	671272	-0.929996347133453	0.452997405902463
5	673433	-1.51625702298472	0.887883270254116
5	695336	-0.105552221304563	0.0381340959811365
5	737858	0.587256616358687	0.25412034365849
5	747783	-0.497546517362466	0.208447092494104
5	772978	-0.955394375782376	0.469315933791902
5	773357	-0.631537366235714	0.2776217735329
5	780443	-0.920097562682969	0.446697498625153
5	788196	-1.06042482506067	0.53917523720676
5	813249	-0.0655393343957317	0.0233086862835834
5	823050	-0.0655393343957317	0.0233086862835834
5	823735	0.359873644840675	0.143306369973156
5	825172	0.359873644840675	0.143306369973156
5	825243	-3.02618264600452	2.60613948343834
5	825723	0.702649422214936	0.316705921442064
5	826951	0.702649422214937	0.316705921442064
5	827712	0.702649422214937	0.316705921442064
5	828710	0.702649422214937	0.316705921442064
5	830697	0.208622960598357	0.0784474300890959
5	838123	0.208622960598357	0.0784474300890959
5	838144	0.208622960598357	0.0784474300890959
5	838340	0.208622960598357	0.078447430089096
5	845569	-0.187250796176818	0.0698337095850492
5	846555	-0.157919401065357	0.058230099916762
5	848024	-0.177487636869706	0.0659434533064086
5	852215	-0.0212436425508708	0.00742381797462343
5	863560	0.304414490212351	0.118722572005223
5	895743	-0.250456000015586	0.095698542059205
5	896768	-0.250456000015586	0.095698542059205
5	902822	-1.19002793844234	0.630718425675251
5	921624	-0.0712824894538084	0.0254086718801245
5	923631	-0.0861064806982814	0.0308722659059185
5	936793	-0.199375824452171	0.0747040168244844
5	948785	-0.817846112305071	0.38358218883191
5	1009579	1.95161138163841	1.29256302009366
