CHR	POSITION	XPEHH_high_low	LOGPVALUE
1	31104	2.19515214762171	1.55048017043827
1	31410	2.19947279214616	1.5552633573481
1	40663	2.19947279214616	1.5552633573481
1	52322	2.19983548639557	1.55566521024157
1	73671	2.19821733490621	1.55387274903568
1	74017	2.19632773393607	1.55178088809097
1	82174	2.19642922033312	1.55189320210115
1	83228	2.19526463479108	1.55060460764393
1	83264	2.19526449131909	1.5506044489271
1	84317	2.1953875841483	1.55074062412015
1	85211	2.20771346656791	1.56440638898656
1	85278	2.20771346656791	1.56440638898656
1	87126	2.32590253419211	1.69845456777642
1	107180	2.40275781135041	1.78856012939277
1	109428	2.40275781135041	1.78856012939277
1	132074	2.43232335428684	1.82384194145214
1	136286	2.35461445351586	1.73184500129214
1	303924	1.70632091228247	1.05577232079054
1	698027	1.15812860311506	0.607634504750471
1	715530	1.11530805472137	0.577215813466554
1	732150	0.823301799024383	0.386859965753113
1	755389	0.402622113665442	0.162900266980264
1	758101	0.250538149495739	0.0957329310319731
1	773113	0.323811930053781	0.127214355334892
1	807015	0.863212350057769	0.411145077562394
1	814587	0.856540816566403	0.407047863205752
1	844126	0.480826578687271	0.200218652783367
1	855001	0.209191325105381	0.0786783372561927
2	23546	-1.73780026353393	1.08488513944637
2	23946	-1.74835949119979	1.0947342405938
2	40644	-1.29045436587644	0.705769841863343
2	41909	-1.30262284012188	0.715110270727321
2	55683	-1.30751775107239	0.718882669164597
2	60284	-1.33880630329362	0.743201130172455
2	65095	-1.06296053659411	0.540909439643451
2	65932	-1.10644583659842	0.571001373461195
2	98233	-1.19431971962608	0.633851852739517
2	98242	-1.19431971962608	0.633851852739517
2	98245	-1.19431971962608	0.633851852739517
2	111770	-1.35169431689887	0.753321426535633
2	113740	-1.45055595400946	0.832967715830198
2	115723	-1.56062357227207	0.925869197558236
2	129854	-1.5404176835343	0.90847874474344
2	136116	-1.5084300367812	0.881257580233164
2	146433	-1.54757967701452	0.914625470277277
2	151591	-1.82524375787015	1.16771945078949
2	159333	-2.28006627725328	1.6458193524226
2	160241	-2.26808646568901	1.63219813808959
2	161404	-2.2841648327571	1.65049235734946
2	163139	-2.35533186551181	1.73268345798531
2	163180	-2.35109433310618	1.72773388132228
2	165521	-2.3506423173024	1.7272063283439
2	166835	-2.35027026476548	1.72677216164361
2	166888	-2.35029865420339	1.72680528878178
2	167214	-2.35609517650116	1.73357577993788
2	168270	-2.35609517650116	1.73357577993788
2	168439	-2.49790188079547	1.90333059140095
2	168473	-2.47877670430919	1.87997319613644
2	172043	-2.561465397368	1.98200049629811
2	172561	-2.59583642699068	2.025207579826
2	173072	-1.76894673131292	1.11405804757368
2	181477	-1.06478723714276	0.54216013958251
2	181650	-1.06478723714276	0.54216013958251
2	181854	-1.06318759200997	0.54106483553395
2	182024	-1.06318759200997	0.54106483553395
2	185029	-1.06705758569652	0.543716227830337
2	186225	-1.06942201220012	0.54533872084434
2	187750	-1.06942201220012	0.545338720844339
2	189352	-0.987968722991437	0.490571694766708
2	189948	-0.996023225720723	0.495884248094401
2	195761	-0.961850919948102	0.473499836564888
2	198179	-1.01743116628146	0.510114102990924
2	198180	-0.990512941001852	0.492247363716415
2	202948	-0.991049088287267	0.492600767012524
2	229557	-0.999336784936765	0.498076336629055
2	230196	-1.01074035979047	0.505649579624454
2	232084	-0.965416582510969	0.475816599212822
2	237046	-0.883275262572301	0.423557787710282
2	237908	-0.882059336584999	0.422801596908656
2	241490	-0.882059336584999	0.422801596908656
2	249335	-0.858319233947419	0.408138568668414
2	267621	-0.91693777095141	0.444693597305546
2	282383	-0.927502419371682	0.45140701339109
2	282713	-0.9271030733756	0.451152546867629
2	283102	-0.9271030733756	0.451152546867629
2	283330	-0.938521545795805	0.458450147131264
2	283543	-0.938521545795805	0.458450147131264
2	283672	-0.938521545795805	0.458450147131264
2	287664	-0.938280925932597	0.458295902630908
2	292951	-0.942854612860703	0.461231187966454
2	296881	-1.21132726038471	0.646333757371226
2	301577	-1.43092873619127	0.816870747238827
2	304525	-1.54361159623644	0.911217545238411
2	305137	-1.46023265155429	0.840956006189897
2	327378	-1.02259941601457	0.513573366988164
2	327578	-1.04166977323962	0.526418433277238
2	336076	-1.06029145490855	0.539084086268801
2	352109	-1.01852607702771	0.510846181633256
2	356342	-1.12394832693963	0.583301344610456
2	359393	-1.15578650185119	0.605953916178709
2	365814	-0.771143421974778	0.355933896093078
2	381947	-0.357126982263545	0.142066695528036
2	386699	-0.349986831835424	0.138854908097207
2	388085	-0.352456320218449	0.139963965533103
2	398419	-0.314512066520473	0.123128810740926
2	411698	-0.320650367202446	0.125822489941857
2	411968	-0.305436610576343	0.119167183814561
2	416247	-0.310513634407213	0.12138033107168
2	423427	-0.257064319184597	0.098471324611903
2	430031	-0.227166466772058	0.0860303053247172
2	463571	-0.225885550737768	0.08550323441234
2	465440	-0.206452990864547	0.0775667219682925
2	545038	-0.169765362648769	0.0628861656514
2	557007	-0.222452890869165	0.0840931636652579
2	561273	-0.279350971563522	0.107919042786307
2	570663	-0.241962625474957	0.0921539585448044
2	577564	-0.21305387603358	0.0802500872182745
2	584178	-0.213974135065199	0.0806252093803558
2	585521	-0.276144541314795	0.10655059236048
2	588254	-0.208022904480155	0.0782037511656869
2	589928	-0.208022904480155	0.0782037511656869
2	611546	-0.167506693642479	0.0619952383977289
2	620053	-0.167506693642479	0.0619952383977289
2	645307	-0.322219752315407	0.126513025126922
2	654388	-0.428963638167721	0.175256249423507
2	657007	-0.389658881271292	0.156898835078496
2	657159	-0.336786390835585	0.132958215626705
2	675350	-0.336786390835585	0.132958215626705
2	681722	-0.653205382317446	0.289354792055742
2	681862	-0.653205382317447	0.289354792055742
2	685966	-0.619524482351827	0.271183029309447
2	685967	-0.619524482351827	0.271183029309447
2	686016	-0.619524482351827	0.271183029309447
2	686144	-0.616902812649183	0.269784103909913
2	686164	-0.618676573823265	0.270730339568812
2	686168	-0.504560460338037	0.211925297353791
2	703900	-0.724908279112004	0.329282709499976
2	715999	-0.905792134989792	0.437652543149236
2	746853	-0.396562730924269	0.16008854060855
2	750166	-0.40141673027823	0.16234002659054
2	785378	-0.327113979324621	0.128671319302551
2	801683	-0.460616299004694	0.190390518897152
2	801698	-0.445955712679613	0.183341687785049
2	822759	-0.208731983509661	0.0784917149988365
2	867406	-0.0234913192042115	0.00821662892395232
2	867690	-0.0151293470351994	0.00527427119042779
2	868610	-0.0761035473574234	0.0271787010965963
2	882846	-0.34903312204842	0.138427093620084
2	915396	-0.501170787021779	0.210242411000098
2	919021	-0.67385324051994	0.300678687111332
2	927445	-0.845067794586028	0.4000372909352
2	928068	-0.986842751236887	0.489830826469032
3	7056	6.54136917167359e-05	2.26675387100133e-05
3	10626	6.54136917167359e-05	2.26675387100133e-05
3	15813	0.029394262670255	0.0103054495788675
3	15997	0.0260438749355119	0.00911868567627374
3	16876	0.0256785512394441	0.00898947123277499
3	22643	0.0305050850302713	0.0106996133486193
3	23276	0.0305050850302713	0.0106996133486193
3	23846	0.00442429168954503	0.00153579900199908
3	26099	0.200864168062708	0.075304824693697
3	26125	0.200864168062708	0.075304824693697
3	27895	0.202269458489732	0.0758727047879331
3	34627	0.225817566578846	0.0854752739139664
3	36296	0.222019476331951	0.083915373619739
3	46834	0.150482903427913	0.0553280373275755
3	50708	0.31900060814297	0.125097397943394
3	58804	0.245077344024275	0.0934513416660762
3	76579	0.222385492801039	0.0840655127939689
3	78940	0.176921018747353	0.0657185338139731
3	89160	0.280117510539619	0.108246646938628
3	94523	0.260712602867244	0.100007702773764
3	94806	0.261182639120988	0.100205935881825
3	95613	0.244797320105098	0.0933345841447424
3	96554	0.23846866581748	0.0907020485863273
3	102291	0.230680672640923	0.0874788300364023
3	103469	0.232308055247574	0.0881508651402474
3	103639	0.228877385376483	0.0867350729722511
3	103794	0.230738074457946	0.0875025209949108
3	103948	0.229451067931214	0.0869715808303389
3	104045	0.23359523136995	0.0886829677570413
3	109686	0.235778456731221	0.0895866121398553
3	114518	0.227448641090817	0.0861464797484784
3	115087	0.227168406563488	0.0860311038785907
3	115535	0.173985252034115	0.0645546821714885
3	118260	0.209610651172566	0.0788487563039979
3	127366	0.229494219753915	0.0869893746638253
3	134908	0.416062875070835	0.169177891741089
3	135390	0.402713203864344	0.162942622395516
3	135391	0.402713203864344	0.162942622395516
3	138894	0.345303001980642	0.136756515902096
3	145262	0.442033178671048	0.181467174626081
3	148866	0.403305982685401	0.163218317569267
3	150336	0.406699931779592	0.164798909644563
3	152405	0.404584883393662	0.163813492618201
3	152407	0.472704209730469	0.196253299141082
3	163073	0.440966984640673	0.180958492395459
3	163924	0.432807392893153	0.177077334492926
3	163990	0.344286920316294	0.136302190451584
3	173820	0.0933454883911827	0.033563002661899
3	192170	-0.00658827958402505	0.00228895485207756
3	199815	-0.0178618114490514	0.0062336133259494
3	200362	-0.0178618114490514	0.0062336133259494
3	201734	0.00459277394683241	0.00159439112381499
3	209502	-0.000821931946713203	0.000284906678919042
3	218094	-0.0051930858797872	0.00180322211333796
3	222215	0.196791461196294	0.0736623216675132
3	222391	0.166504939800276	0.0616005750254738
3	223545	0.089055742503277	0.031966704238843
3	224434	0.0835338789439969	0.0299196223925698
3	224719	0.0936215565579247	0.0336659126369484
3	224736	0.135646536967095	0.0495861129181862
3	225022	0.134510821413945	0.049149195421926
3	226443	0.134510821413945	0.049149195421926
3	231270	0.154402370357733	0.0568555909482129
3	231271	0.154402370357733	0.0568555909482129
3	231272	0.154402370357733	0.0568555909482129
3	231273	0.154402370357733	0.0568555909482129
3	231442	0.142442163665224	0.0522082258800853
3	231797	-0.0326417786473855	0.0114587661645279
3	232480	-0.0347448742206913	0.0122072281222039
3	233353	-0.0310293244605011	0.0108857539766953
3	233818	-0.0402495169852367	0.0141721122621719
3	233863	-0.0402495169852367	0.0141721122621719
3	235069	-0.0681853086401202	0.0242750282819519
3	235613	-0.0308416368590698	0.010819103298353
3	236451	-0.0308416368590695	0.0108191032983529
3	237328	-0.02974745728382	0.0104307396494862
3	237383	-0.0297474572838198	0.0104307396494861
3	237384	-0.0297474572838198	0.0104307396494861
3	237385	-0.0307424079946206	0.0107838696194202
3	237388	-0.0307355319881887	0.0107814282240483
3	237391	-0.030735531988189	0.0107814282240484
3	237394	-0.0303977953983177	0.0106615277014314
3	237796	-0.146924926137692	0.0539452288771449
3	240082	-1.02745692589939	0.516833140761624
3	240163	-1.22875370838704	0.659230459797879
3	240181	-0.886870683459372	0.425796754507007
3	240262	-0.886808307232064	0.425757873464885
3	240265	-0.892638013159548	0.429397459134483
3	240277	-0.91155473950354	0.441287641482588
3	240478	-0.886105852716482	0.425320103550783
3	248344	-0.555222437806502	0.23751460648328
3	248695	-0.303142911097943	0.118169890080806
3	250427	-0.273069395473628	0.105241076543673
3	251071	-0.299520761592978	0.116598235166296
3	252364	0.312719226224215	0.122344216868029
3	252367	0.312719226224215	0.122344216868029
3	278239	0.445619569625072	0.18318086156745
3	339523	0.585163255337912	0.25302507636942
3	343070	0.53447079128964	0.226933696840282
3	348766	0.711145282164629	0.321486890810774
3	355620	0.708651417887012	0.320081010626296
3	360495	0.866132285908259	0.41294307675375
3	668648	0.884963785327588	0.424608726751568
3	908697	0.414201618962612	0.168305221998669
3	908702	0.414201618962612	0.168305221998669
3	908955	0.417072146225482	0.169651550622812
3	909215	0.341893913413646	0.135233442455883
3	909439	0.147394765940036	0.054127621828615
3	910180	0.152398740932477	0.056074149101888
3	910744	0.152285776230495	0.05603012609708
3	910794	0.153209911061783	0.0563903756719847
3	910978	0.153209911061783	0.0563903756719847
3	912899	0.0753560192643541	0.0269038181520671
3	914553	0.101821320313695	0.0367324562585167
3	933539	-0.734058779737187	0.334500702949168
3	934851	-0.734953074873951	0.335012162075581
3	937326	-0.948825005827731	0.46507370249097
3	939294	-0.920466753918333	0.446931859035425
3	940541	-0.890398666201938	0.427998021362843
3	941957	-1.26996564194371	0.690163657595144
3	951923	-1.52707293044257	0.89707643792996
3	976435	-1.85621646167248	1.19775520054246
3	980581	-1.75672839619355	1.10257022768477
3	986577	-1.75944501162006	1.10511954227333
3	990685	-1.75578922966391	1.10168954775224
3	990686	-1.75980472888904	1.10545731571006
3	990687	-1.72592309434783	1.07385699730279
3	991106	-1.59856730679414	0.958936007035042
3	993766	-1.96866096327709	1.30987450423953
3	995454	-1.91068719659146	1.25146474492422
3	998674	-1.91063892268512	1.25141664409582
3	1004905	-1.91100338261505	1.25177981934342
3	1006498	-2.0336010722728	1.3768351607335
3	1007113	-1.92250658884462	1.26326858000853
3	1014545	-1.94624801063616	1.28714031116492
3	1019826	-1.76475050288488	1.11010634189352
3	1024093	-1.67695222954851	1.02894774251268
3	1032375	-1.59992332411197	0.960127656999568
3	1071755	-2.11944229302592	1.46784327264727
3	1074355	-2.31811944436903	1.68945897369738
3	1074418	-2.43895041256412	1.83179756670404
3	1074422	-2.43895041256412	1.83179756670404
3	1074425	-2.70049337433684	2.15966353898709
3	1074438	-2.70371268756382	2.16386870225164
3	1074439	-2.70371268756382	2.16386870225164
3	1074441	-2.62721586037998	2.06506391793488
3	1085814	-2.67106184369565	2.12141091338131
4	216867	-1.15002598714637	0.601828716335589
4	216868	-1.14992492014536	0.601756445784652
4	216876	-1.14756025371428	0.600066565441959
4	216990	-1.14258505266287	0.596517578344226
4	219771	-1.09892016567319	0.565745930082131
4	221362	-1.08735194843099	0.557706376932725
4	229537	-1.09915987853029	0.565913021989801
4	230324	-1.09590953838406	0.563649096969879
4	230517	-1.10445685419155	0.569610453289703
4	230794	-1.09408964079145	0.562383129578519
4	232370	-1.09408964079145	0.562383129578519
4	237249	-1.06811494516846	0.544441555735792
4	237812	-0.907264855182231	0.438580463601957
4	256412	-1.0657786268689	0.542839411735737
4	261851	-0.823942827125032	0.387245756358513
4	262728	-0.822159366125897	0.386172758807797
4	264493	-0.728904403715062	0.331558037912623
4	293035	-0.849361989705181	0.402656014188921
4	294971	-0.862607306001272	0.410772874798365
4	312195	-0.782633833002264	0.362668238575526
4	320981	-0.621821451791937	0.272410534864505
4	396828	-0.486972495317805	0.203232967009019
4	399365	-0.536944870527473	0.228187937929932
4	408855	-0.20006713418196	0.0749830005185761
4	425449	0.203291140505109	0.0762859333614059
4	551146	0.512725226252981	0.215993901406029
4	568732	0.338913265306719	0.133904696404981
4	582845	0.29238294761879	0.113512746537422
4	587056	0.377754762843929	0.151433560729129
4	625854	0.870712435074929	0.415769232504483
4	655206	1.00194806306992	0.49980652072105
4	675713	0.979658706587366	0.485114219263545
4	791159	0.973983045009231	0.481400581214432
4	806864	0.977160572959018	0.483478291421738
4	890254	0.977160572959018	0.483478291421738
4	900323	0.958814723578512	0.471530557069517
4	911755	0.836782724890251	0.39500250718834
4	912899	0.885893496367888	0.425187796198147
4	923333	0.93454968510179	0.455906619328188
4	928639	0.93711658254805	0.457549805703025
4	930187	0.936458706762258	0.45712845352326
4	935117	0.602390811911343	0.262080939807407
4	943013	0.67096685132245	0.299087277437964
4	943332	0.67096685132245	0.299087277437964
4	962743	0.0171388608851391	0.00597959031708118
4	973644	0.0171388608851391	0.00597959031708118
4	976096	0.0331652569651771	0.0116449490803982
4	977018	0.0331652569651771	0.0116449490803982
